origin_question,change_question,bert_match_question,bert_sore,mixnet_match_question,mixnet_sore,smallBert_match_question,smallBert_sore,wam_match_question,wam_sore
财务系统已经入账但执行系统到账登记没有显示内容,财务系统早已入账但执行系统到账登记没有显示内容,执行系统到账登记无数据,6.736189,财务系统匹配后执行系统到账登记没有信息,0.39591184,案款发放一直显示待办财务系统未显示,0.031399738,财务系统显示不出案件承办人，或者承办人信息与执行系统不一致,0.68524885
财务系统匹配后执行系统到账登记没有信息,财务系统匹配后执行系统到结余登记没有信息,财务系统匹配后执行系统到账登记没有信息,2.049662,财务系统匹配后执行系统到账登记没有信息,0.21109347,财务系统匹配后执行系统到账登记没有信息,0.014816988,财务系统匹配后执行系统到账登记没有信息,0.16444881
财务系统匹配后执行系统到账登记没有信息,财务系统匹配后执行系统到结余登记没有信息,财务系统匹配后执行系统没有到账信息,4.290706,案款匹配后执行系统没信息,0.30022952,执行系统案款支付已审签完毕推送到财务系统显示没有支付金额,0.017846607,财务系统匹配后执行系统没有到账信息,0.18397583
财务系统匹配后执行系统到账登记没有信息,财务系统匹配后执行系统到结余登记没有信息,财务系统完成支付确认执行系统一直显示待办,6.6424365,财务系统匹配后执行系统没有到账信息,0.32730043,执行系统提起案款发放财务系统看不到案款支付,0.029557878,案款匹配后执行系统没信息,0.37357143
到账登记未显示金额,到账登记未表明金额,案款系统没有案件信息,2.9014187,到账登记未显示金额,0.26802024,到账登记未显示金额,0.028977495,到账登记未显示金额,0.3356829
到账登记未显示金额,到账登记未表明金额,财务系统无法获取案件信息,2.9635499,没有到账登记,0.5835543,总对总无法扣划到子账号,0.03439152,到账登记未推送,0.58657116
到账登记未显示金额,到账登记未表明金额,执行系统未收到到账信息,3.2764394,到账登记无数据,0.61256886,村委会身份验证不通过,0.040678855,到账登记节点不能流转,0.6419435
财务系统已经匹配执行系统无到账信息取消重新匹配也没有到账信息,财政系统已经匹配执行系统无到账信息取消重新匹配也没有到账信息,财务系统已经匹配执行系统无到账信息取消重新匹配也没有到账信息,0.3915488,财务系统已经匹配执行系统无到账信息取消重新匹配也没有到账信息,0.054017864,财务系统已经匹配执行系统无到账信息取消重新匹配也没有到账信息,0.02838244,财务系统已经匹配执行系统无到账信息取消重新匹配也没有到账信息,0.22062108
财务系统已经匹配执行系统无到账信息取消重新匹配也没有到账信息,财政系统已经匹配执行系统无到账信息取消重新匹配也没有到账信息,财务系统不显示支款审批信息,3.9510345,财务系统匹配后执行系统没有到账信息,0.1895189,新增网拍信息，填写完信息后无法保存，一直数据正在保存中,0.032980718,财务系统匹配案款，至今未推送到执行系统,0.572029
财务系统已经匹配执行系统无到账信息取消重新匹配也没有到账信息,财政系统已经匹配执行系统无到账信息取消重新匹配也没有到账信息,已经成功扣划的案件，财务系统中找不到流水,4.1132255,财务系统匹配后执行系统到账登记没有信息,0.24956079,退款领导审批界面页面脚本发生错误,0.05327363,财务系统匹配案款至今未推送到执行系统,0.59212875
财务系统已经转换数据执行系统仍然看不到到账登记怎么处理,财务系统已经转换数据执行系统仍然看不到到账登记怎么处置,财务系统已经转换数据执行系统仍然看不到到账登记怎么处理,0.8309005,财务系统已经转换数据执行系统仍然看不到到账登记怎么处理,0.02008874,历史案件信息填写后无法保存，显示该案件已经存在,0.023768997,财务系统已经转换数据执行系统仍然看不到到账登记怎么处理,0.22526863
财务系统已经转换数据执行系统仍然看不到到账登记怎么处理,财务系统已经转换数据执行系统仍然看不到到账登记怎么处置,财务系统已经匹配执行系统无到账信息取消重新匹配也没有到账信息,4.704949,财务数据已转换执行系统无到账登记信息,0.26592687,在新版财务系统中，财务系统  部分 功能模块不见了？,0.02804161,被执行人已经履行完毕，仍然提示要对被执行人限制高消费,0.7411583
财务系统已经转换数据执行系统仍然看不到到账登记怎么处理,财务系统已经转换数据执行系统仍然看不到到账登记怎么处置,财务系统已确认交付执行系统显示待办,4.809838,案款已在财务系统分配并转换但执行系统没有到账登记信息,0.36095485,财务运维已推送成功案款发放信息但财务系统仍然没有支付信息,0.03342052,财务运维已推送成功案款发放信息但财务系统仍然没有支付信息,0.8480193
到账登记无数据,到结余登记无数据,到账登记无数据,2.0345316,到账登记无数据,0.55525154,询价价格有异议,0.026106292,到账登记无数据,0.28666443
到账登记无数据,到结余登记无数据,执行系统到账登记无数据,3.0357697,到账登记无信息,0.80060923,案款提存到哪里,0.029568698,到账登记无信息,0.4778219
到账登记无数据,到结余登记无数据,到账登记无信息,3.3103833, 无法做到账登记,0.80831647,虚拟账号生成失败,0.03131529,银行流水无数据怎么支付案款,0.50870085
转换数据后在收到案款信息里找不到,切换数据后在收到案款信息里找不到,转换数据后在收到案款信息里找不到,0.6255427,转换数据后在收到案款信息里找不到,0.13630694,转换数据后在收到案款信息里找不到,0.06894085,转换数据后在收到案款信息里找不到,0.08296812
转换数据后在收到案款信息里找不到,切换数据后在收到案款信息里找不到,案款预进账功能找不到,3.5634904,案款已匹配数据已转换提交审核时候被提示不明案款进行提交,0.6319058,已经扣划的案件，财务系统中找不到记录,0.069167845,怎么撤销转换数据,0.70702904
转换数据后在收到案款信息里找不到,切换数据后在收到案款信息里找不到,财务系统看不到案款审批,3.6166744,财务系统已经转换数据执行系统仍然看不到到账登记怎么处理,0.68685186,财务系统匹配后执行系统到账登记没有信息,0.09043682,转换数据后案款到不执行案件,0.8297188
执行系统案款发放流程结束了没有,执行系统案款发放流程结束了没,执行系统案款发放流程结束了没有,0.7617398,执行系统案款发放流程结束了没有,0.0066335546,被执行人屏蔽后能否重新公开,0.017215801,执行系统案款发放流程结束了没有,0.038444914
执行系统案款发放流程结束了没有,执行系统案款发放流程结束了没,删除执行案件。,5.0972996,执行完毕案款未发放,0.3326676,执行系统中怎么查看虚拟账号,0.024245054,案款发放执行系统未推送财务系统,0.49346992
执行系统案款发放流程结束了没有,执行系统案款发放流程结束了没,财务系统无审批流程,5.597464,执行款已发放完毕但执行系统案款发放节点一直处于待办状态,0.3663553,执行系统已案款发放审核已完成财务系统无信息,0.025848044,执行系统案款发放流转不了,0.5969497
案款发放申请弹出错误,案款发放申请弹出正确, 怎么提起事项请求,4.3842654,案款发放申请弹出错误,0.4221505,财务已确认案款但系统没有,0.028757513,案款发放上交财政怎么处理,0.9357418
案款发放申请弹出错误,案款发放申请弹出正确,案款认领功能找不到,4.459193,案款发放审批程序,0.56426,修改查控系统账号,0.034515545,案款发放信息修改,0.94679046
案款发放申请弹出错误,案款发放申请弹出正确,怎么自动填入本院执行账户,4.547455,案款发放怎么操作,0.6194432,执行系统已审批但财务系统没有,0.05090456,案款发放信息错误,0.95237774
案款发放填写信息后无法保存,案款派发填写信息后无法保存,案款发放填写信息后无法保存,1.9105245,案款发放填写信息后无法保存,0.23418193,暂停案件扣除审限后不能结案,0.022731816,案款发放填写信息后无法保存,0.15492125
案款发放填写信息后无法保存,案款派发填写信息后无法保存,案款信息填写完成后，不能保存,2.3650563,案款信息填写完成后，不能保存,0.38881084,执行费显示待办怎么结案,0.027311198,案款信息填写完成后，不能保存,0.4297526
案款发放填写信息后无法保存,案款派发填写信息后无法保存,案款支付信息无法保存,2.8343925,案款发放信息填写错误,0.56161445,案款发放填写信息后无法保存,0.029259197,案款支付信息无法保存,0.50190073
提示余额不足,提示余额严重不足,提示余额不足,0.8125264,提示余额不足,0.5048625,总对总查控适用于那些案件,0.053494543,提示余额不足,0.68627536
提示余额不足,提示余额严重不足,刑事罚金怎么支付案款,2.327096,案款显示余额不足,0.6245848,提示余额不足,0.058026034,申请发放案款提示余额不足,0.81888485
提示余额不足,提示余额严重不足,财产精细化,2.3437495,案款发放时显示余额不足,0.77917075,司法救助发放,0.06635871,被执行人已经履行完毕，仍然提示要对被执行人限制高消费,0.86781776
到账登记信息错误。,到结余登记信息错误。,财产登记错误,4.798199,到账登记信息错误。,0.41521335,被执行人屏蔽错误怎么处理,0.047776937,到账登记信息错误。,0.28514436
到账登记信息错误。,到结余登记信息错误。,到账登记无数据,4.826379,打开财产登记时，提示xml错误,0.7285436,案件立错,0.06685505,被执行人为个体工商户，无法查询总对总。,0.6011042
到账登记信息错误。,到结余登记信息错误。,被执行屏蔽错误,5.6379437,案款信息错误,0.7301072,法官助理如何查看案件,0.07284837,到账登记信息重复，需要删除到账登记信息,0.6289689
需要更改到账登记金额,需要更改到账注册金额,怎么删除自动履行金额,2.6929357,需要更改到账登记金额,0.34168816,需要更改到账登记金额,0.034208152,需要更改到账登记金额,0.31413516
需要更改到账登记金额,需要更改到账注册金额,如何添加财产担保人？,2.7248087,到账登记金额错误修改,0.810903,是否需要补录结案通知书,0.04218824,到账登记金额错误修改,0.5023675
需要更改到账登记金额,需要更改到账注册金额,怎么填写利息,2.9959342,修改结案金额,0.8538985,案款发放信息修改,0.046045553,到账登记节点打不开,0.8250563
案款发放余额不足,案款发放额度不足,案款发放时显示余额不足,2.3995166,案款发放余额不足,0.27673435,案款发放余额不足,0.004956584,案款发放余额不足,0.36545238
案款发放余额不足,案款发放额度不足,案款发放一直显示待批状态,3.1871257,案款发放时显示余额不足,0.39335665,询价价格有异议,0.015454949,案款发放,0.5235021
案款发放余额不足,案款发放额度不足,案款提存操作方法,3.277881,案款未发放完余款发放提示余额不足,0.44651437,结案提示有账户未解冻,0.025745563,刑初案号可以发放案款吗,0.5680481
案款未发放完余款发放提示余额不足,案款未派发完余款发放提示余额不足,案款未发放完余款发放提示余额不足,1.2826824,案款未发放完余款发放提示余额不足,0.12640046,案款未发放完余款发放提示余额不足,0.009361039,案款未发放完余款发放提示余额不足,0.045778163
案款未发放完余款发放提示余额不足,案款未派发完余款发放提示余额不足,案款未发放完余款发放提示余额不足,1.2826824,案款未发放完余款发放提示余额不足,0.12640046,案款未发放完余款发放提示余额不足,0.009361039,案款未发放完余款发放提示余额不足,0.045778163
案款未发放完余款发放提示余额不足,案款未派发完余款发放提示余额不足,案款发放余额不足,2.2718673,案款发放时显示余额不足,0.23643287,财务系统看不到案款审批,0.030460691,申请发放案款提示余额不足,0.6605104
财务没有审批信息,财政没有审批信息,财务系统没有审批信息,3.1141894,财务没有审批信息,0.21622917,财务没有审批信息,0.0062663956,财务没有审批信息,0.4695276
财务没有审批信息,财政没有审批信息,财务系统无立案信息,3.627139,财务系统没有审批信息,0.3049301,执行通知书未自动生成,0.037339278,财务系统没有审批信息,0.72244996
财务没有审批信息,财政没有审批信息,财务没有审批信息,3.8175607,财务系统看不到审批信息,0.4569073,是否要向其他法院去函要处置权,0.038860496,案款发放上交财政怎么处理,0.827405
案款在执行系统里完成审批，流转后，财务系统看不到,案款在执行系统里已完成审批，流转后，财务系统看不到,案款在执行系统里完成审批，流转后，财务系统看不到,0.5541189,案款在执行系统里完成审批，流转后，财务系统看不到,0.047143165,案款在执行系统里完成审批，流转后，财务系统看不到,0.0043537808,案款在执行系统里完成审批，流转后，财务系统看不到,0.107749954
案款在执行系统里完成审批，流转后，财务系统看不到,案款在执行系统里已完成审批，流转后，财务系统看不到,财务运维已推送成功案款发放信息但财务系统仍然没有支付信息,4.040826,执行系统案款发放审批完财务系统看不到,0.26869205,支付案款执行系统已审批完毕财务系统看不到,0.022530481,财务已支付，执行系统无法流转,0.40451846
案款在执行系统里完成审批，流转后，财务系统看不到,案款在执行系统里已完成审批，流转后，财务系统看不到,执行完毕案件案款未支付,4.2843647,支付案款执行系统已审批完毕财务系统看不到,0.30277804,限高时，点击新增提示：全国执行系统库中该案件承办人标识为空,0.032774497,财务系统支付凭证，没有回传执行系统,0.42665467
案款推送不到财务系统,案款启动时不到财务系统,到账登记无数据,4.301972,案款推送不到财务系统,0.43532237,个体工商户验证不通过,0.03246467,案款推送不到财务系统,0.35510617
案款推送不到财务系统,案款启动时不到财务系统,到账登记节点现实乱码,4.659402,财务已确认案款但系统没有,0.50388175,无法将过程卷转档案卷,0.034052808,案款发放一直显示待办财务系统未显示,0.57225657
案款推送不到财务系统,案款启动时不到财务系统,无对应用户,4.9614363,执行系统提起案款发放财务系统看不到案款支付,0.523873,证券反馈时间,0.03823587,案款发放一直显示待办财务系统未显示,0.57225657
执行系统案款支付未推送到财务系统,继续执行系统案款支付未推送到财务系统,财务系统匹配案款至今未推送到执行系统,7.5089884,执行系统案款支付未推送到财务系统,0.09190722,案款发放恢复案件怎么和首次执行匹配,0.011508001,案款未推送到财务系统,0.119814605
执行系统案款支付未推送到财务系统,继续执行系统案款支付未推送到财务系统,财务系统匹配案款至今未推送到执行系统,7.5089884,执行系统案款支付没有推送到财务系统,0.12756184,案款发放执行系统未推送财务系统,0.017376162,案款未推送到财务系统,0.119814605
执行系统案款支付未推送到财务系统,继续执行系统案款支付未推送到财务系统,财务系统承办人信息与执行系统不一致,8.016158,执行系统案款支付没有推送到财务系统怎么办,0.13706683,执行系统案款支付没有推送到财务系统,0.025421219,案款发放申请未推送到财务系统,0.23896523
案款未推送到财务系统,案款并未推送到财务系统,案款未推送到财务系统,1.7217578,案款未推送到财务系统,0.06319165,案款未推送到财务系统,0.029124875,案款未推送到财务系统,0.34181243
案款未推送到财务系统,案款并未推送到财务系统,案款未推送到财务系统,1.7217578,案款未推送到财务系统,0.06319165,案款未推送到财务系统,0.029124875,案款未推送到财务系统,0.34181243
案款未推送到财务系统,案款并未推送到财务系统,案款推送不到财务系统,1.9241334,案款发放申请未推送到财务系统,0.15750903,屏蔽、撤销、纠正的区别,0.033859327,案款发放申请未推送到财务系统,0.40451026
案款发放一直显示待办财务系统未显示,案款发放一直显示待办财务系统并未显示,案款发放一直显示待办财务系统未显示,0.81058,案款发放一直显示待办财务系统未显示,0.03439123,案款发放一直显示待办财务系统未显示,0.010498875,案款发放一直显示待办财务系统未显示,0.24679574
案款发放一直显示待办财务系统未显示,案款发放一直显示待办财务系统并未显示,案款发放一直显示待办财务系统未显示,0.81058,案款发放一直显示待办财务系统未显示,0.03439123,案款发放一直显示待办财务系统未显示,0.010498875,案款发放一直显示待办财务系统未显示,0.24679574
案款发放一直显示待办财务系统未显示,案款发放一直显示待办财务系统并未显示,案款发放审批完成但在财务系统里没有显示,1.7066703,案款发放审批完成但在财务系统里没有显示,0.266551,总对总划拨无法进入虚拟账号,0.034067445,财务系统显示不出案件承办人,0.60433304
财务系统不显示支款审批信息,财务该系统不显示支款审批信息,执行案件在财务系统获取不案件信息,3.7084246,财务系统不显示支款审批信息,0.007893533,财务系统不显示支款审批信息,0.021210631,财务系统不显示支款审批信息,0.18667048
财务系统不显示支款审批信息,财务该系统不显示支款审批信息,无法找到申请人案款发放,3.9475017,财务系统没有审批信息,0.2823342,提交询价评估，提示标的物信息不符,0.025698014,案件在财务系统案款支付管理中不显示申请支付案款金额,0.57016593
财务系统不显示支款审批信息,财务该系统不显示支款审批信息,匹配金额修改,4.0069423,案款发放审批完成但在财务系统里没有显示,0.3806287,财务系统看不到审批信息,0.028087953,如何在财务系统修改承办人信息,0.6478019
案款发放执行系统审批完成后，财务系统无案款审批信息,案款发放执行系统审批已完成后，财务系统无案款审批信息,案款发放执行系统审批完成后，财务系统无案款审批信息,0.48001903,案款发放执行系统审批完成后，财务系统无案款审批信息,0.022950966,案款发放执行系统审批完成后，财务系统无案款审批信息,0.0031977268,案款发放执行系统审批完成后，财务系统无案款审批信息,0.09841414
案款发放执行系统审批完成后，财务系统无案款审批信息,案款发放执行系统审批已完成后，财务系统无案款审批信息,当事人已将案款转账到法院账户，但财务系统中无相关案款信息,5.329284,执行系统已案款发放审核已完成财务系统无信息,0.18017526,提档状态案件在操作归档时，无法进行扫描档案卷,0.02659521,案款在执行系统里完成审批，流转后，财务系统看不到,0.50907314
案款发放执行系统审批完成后，财务系统无案款审批信息,案款发放执行系统审批已完成后，财务系统无案款审批信息,案款发放昨天就申请今天财务系统案件支付管理还找不到,6.679108,案款执行系统审批完成后财务系统无流程,0.2436479,执行系统已案款发放审核已完成财务系统无信息,0.0300451,执行系统未收到到账信息,0.5546725
案款支付推送不成功,案款缴纳推送不成功,需要查控案外人财产，但无法找到查控入口,3.4960234,案款支付推送不成功,0.23059577,案款支付推送不成功,0.0071723014,案款支付推送不成功,0.3363991
案款支付推送不成功,案款缴纳推送不成功,案款支付一直显示待办状态,3.7399025,案款数据推送经常失败怎么办,0.36398908,修改已立案件信息,0.022968562,案款延期,0.8204129
案款支付推送不成功,案款缴纳推送不成功,执行案款发放错误怎么调整,3.7675853,重新推送案款,0.5144022,案款走完程序还待办状态,0.028291598,法银,0.8709399
财务系统没有执行案件,财务系统没有继续执行案件,财务系统无法获取案件信息,2.2074962,财务系统无执行案件信息,0.24692255,当庭履行，需要做到账登记吗？,0.023683788,财务系统里没有案件,0.16858481
财务系统没有执行案件,财务系统没有继续执行案件,财务系统中看不到案件信息,2.604103,财务系统没有执行案件,0.2661241,财务系统显示不出案件承办人,0.027203169,财务系统显示不出案件承办人,0.33416477
财务系统没有执行案件,财务系统没有继续执行案件,案款未办结,2.6677244,执行案件在财务系统获取不案件信息,0.41702375,案款发放已审核完毕执行交付确认无法点亮,0.029444324,财务系统没有执行案件,0.33954194
财务运维已推送成功案款发放信息但财务系统仍然没有支付信息,财务运维已推送成功案款派发信息但财务系统仍然没有支付信息,财务运维已推送成功案款发放信息但财务系统仍然没有支付信息,0.31951952,财务运维已推送成功案款发放信息但财务系统仍然没有支付信息,0.052194405,财务运维已推送成功案款发放信息但财务系统仍然没有支付信息,0.0018861117,财务运维已推送成功案款发放信息但财务系统仍然没有支付信息,0.0427515
财务运维已推送成功案款发放信息但财务系统仍然没有支付信息,财务运维已推送成功案款派发信息但财务系统仍然没有支付信息,案款在执行系统里完成审批，流转后，财务系统看不到,3.8932557,财务系统案款已确认但执行系统没有推送出来信息怎么办,0.42627838,案款发放审批完成但在财务系统里没有显示,0.023124496,失信已屏蔽，但仍然无法贷款,0.47222766
财务运维已推送成功案款发放信息但财务系统仍然没有支付信息,财务运维已推送成功案款派发信息但财务系统仍然没有支付信息,失信信息纳入错误但在系统中操作了失信屏蔽，导致金融机构存有当事人失信历史记录,4.905221,案款未推送到财务系统,0.4618583,发放案款当事人错误怎么更正,0.025946999,财务系统已经转换数据执行系统仍然看不到到账登记怎么处理,0.60653037
案款发放没有推送,案款派发没有推送,案款发放没有推送,2.1670606,案款发放没有推送,0.25094792,案款发放没有推送,0.01663297,案款发放没有推送,0.47843105
案款发放没有推送,案款派发没有推送,案款预进账功能找不到,3.2146313,案款发放申请未推送到财务系统,0.58909905,查控承办人信息修改,0.05566344,案款未办结,0.49369383
案款发放没有推送,案款派发没有推送,财务系统看不到案款审批,4.108862,重新推送案款,0.60920465,案款发放完成显示待办,0.0584971,案款提存,0.77799255
执行系统显示待办财务系统没有数据,执行系统显示待办财务该系统没有数据,执行系统显示待办财务系统没有数据,4.8341484,执行系统显示待办财务系统没有数据,0.0044006323,案款发放审批完成但在财务系统里没有显示,0.010107323,执行系统显示待办财务系统没有数据,0.18009321
执行系统显示待办财务系统没有数据,执行系统显示待办财务该系统没有数据,财务系统支付凭证，没有回传执行系统,6.8575835,执行系统已审批但财务系统没有,0.29098696,执行系统显示待办财务系统没有数据,0.018231457,财务系统没有执行案件,0.3892038
执行系统显示待办财务系统没有数据,执行系统显示待办财务该系统没有数据,财务系统看不见附件，执行系统不能向财务系统推送附件,9.013498,财务系统已办结执行系统待办,0.3364514,财务运维已推送成功案款发放信息但财务系统仍然没有支付信息,0.021402286,执行系统案款支付未推送到财务系统,0.44965208
执行系统申请案款发放后未流转到财务系统,执行系统申请案款发放后并未流转到财务系统,执行系统申请案款发放后未流转到财务系统,0.84223264,执行系统申请案款发放后未流转到财务系统,0.028967874,执行系统申请案款发放后未流转到财务系统,0.025143238,执行系统申请案款发放后未流转到财务系统,0.10048361
执行系统申请案款发放后未流转到财务系统,执行系统申请案款发放后并未流转到财务系统,执行系统案款发放审批完财务系统看不到,4.257672,执行系统已案款发放审核已完成财务系统无信息,0.242565,案款在办案系统中提请支付并审签完后并未推送到财务,0.03980926,财务系统支付案款确认后不推送到执行系统,0.4536949
执行系统申请案款发放后未流转到财务系统,执行系统申请案款发放后并未流转到财务系统,执行通知等节点没有到期提示,4.736456,执行系统案款发放审批完财务系统看不到,0.25578418,执行系统案款支付未推送到财务系统,0.040664915,执行系统案款审批后未推送财务系统,0.49166852
执行系统未向财务系统推送需要审核案款,执行系统未向财务系统推送必须审核案款,执行系统未向财务系统推送需要审核案款,13.165777,执行系统未向财务系统推送需要审核案款,0.008367354,执行系统未向财务系统推送需要审核案款,0.015952261,执行系统未向财务系统推送需要审核案款,0.39572024
执行系统未向财务系统推送需要审核案款,执行系统未向财务系统推送必须审核案款,如何避免执行办案系统案款数据同步到财务系统时少数据,21.822298,执行系统案款审批后未推送财务系统,0.20281877,执行系统无法生成虚拟账号,0.041048873,执恢案件否必须缴纳执行费,0.40029284
执行系统未向财务系统推送需要审核案款,执行系统未向财务系统推送必须审核案款,如何避免执行办案系统案款数据同步到财务系统时少数据,21.822298,财务系统无执行系统推送的案款支付审批信息,0.21453632,执行系统不能支付确认结案,0.044258542,终本案件必须恢复执行才能进行扣划吗？,0.5848205
已经审批后未推送审批数据至财务系统,已经审批后未推送审批数据至财务该系统,已经审批后未推送审批数据至财务系统,6.122555,已经审批后未推送审批数据至财务系统,0.0053440914,已经审批后未推送审批数据至财务系统,0.017902112,已经审批后未推送审批数据至财务系统,0.111377195
已经审批后未推送审批数据至财务系统,已经审批后未推送审批数据至财务该系统,执行系统显示待办财务系统没有数据,17.111473,执行系统案款审批后未推送财务系统,0.32226416,执行系统到账登记重复,0.020887202,财务系统里没有案件,0.7588682
已经审批后未推送审批数据至财务系统,已经审批后未推送审批数据至财务该系统,已匹配案款为执行系统到账登记没有,19.26806,财务系统无执行系统推送的案款支付审批信息,0.42830813,恢复案件可否立即终本,0.022917189,案款提起支付审批通过后财务系统未自动生成,0.82559985
案款在财务系统匹配成功后多久到执行系统,案款在财务该系统匹配成功后多久到执行系统,财务系统匹配后执行系统没有到账信息,12.217246,案款在财务系统匹配成功后多久到执行系统,0.0027291053,一笔金额怎么匹配多个案件,0.023522243,案款在财务系统匹配成功后多久到执行系统,0.09818046
案款在财务系统匹配成功后多久到执行系统,案款在财务该系统匹配成功后多久到执行系统,财务系统匹配后执行系统到账登记没有信息,13.020767,财务系统匹配案款但执行系统上无到账登记有没有解决方案,0.21496879,案款在财务系统匹配成功后多久到执行系统,0.025958184,财务系统匹配案款至今未推送到执行系统,0.51469046
案款在财务系统匹配成功后多久到执行系统,案款在财务该系统匹配成功后多久到执行系统,执行系统有案件信息财务系统无案件信息不能进行案款匹配,14.144725,财务系统匹配后执行系统没有到账信息,0.24329552,和解分期履行，是否每次都要立恢复执行案件,0.02872266,财务系统匹配案款至今未推送到执行系统,0.51469046
案款发放审批完成但在财务系统里没有显示,案款发放审批已完成但在财务系统里没有显示,案款发放审批完成但在财务系统里没有显示,0.39523265,案款发放审批完成但在财务系统里没有显示,0.049001873,案款发放审批完成但在财务系统里没有显示,0.029588806,案款发放审批完成但在财务系统里没有显示,0.16308114
案款发放审批完成但在财务系统里没有显示,案款发放审批已完成但在财务系统里没有显示,财付通划拨成功之后一直未能入账,2.4911354,案款发放节点已审批财务系统没有,0.26348236,财务系统无法获取案件谢谢,0.033615787,案款发放一直显示待办财务系统未显示,0.6400754
案款发放审批完成但在财务系统里没有显示,案款发放审批已完成但在财务系统里没有显示,执行完毕案款未发放,2.747203,案款发放一直显示待办财务系统未显示,0.28629804,总共对总划拨时，提示执行账号信息不正确,0.04469818,案款发放一直显示待办财务系统未显示,0.6400754
财务系统无法看到案款发放审批表,财务该系统无法看到案款发放审批表,终本案子总对总查询功能怎没有,8.525558,财务系统无法看到案款发放审批表,0.006472026,财务系统无法看到案款发放审批表,0.0072729005,财务系统无法看到案款发放审批表,0.06089073
财务系统无法看到案款发放审批表,财务该系统无法看到案款发放审批表,执行系统怎么匹配案款,8.553628,财务系统看不到案款审批,0.3632152,提交询价评估，提示标的物信息不符,0.023892244,财务系统无法变更承办人,0.53540164
财务系统无法看到案款发放审批表,财务该系统无法看到案款发放审批表,执行系统到账登记无数据,9.336165,案款发放审批完成但在财务系统里没有显示,0.43597317,执行人员ID为空或“用户不存在”,0.0353119,财务系统里没有案件,0.6035629
办案系统推送案款支付信息财务系统看不到,办案系统推送案款缴纳信息财务系统看不到,办案系统推送案款支付信息财务系统看不到,0.70779985,办案系统推送案款支付信息财务系统看不到,0.078842305,办案系统推送案款支付信息财务系统看不到,0.0106493095,办案系统推送案款支付信息财务系统看不到,0.017788395
办案系统推送案款支付信息财务系统看不到,办案系统推送案款缴纳信息财务系统看不到,恢复执行案件如何关联首次执行案件发放案款,4.0624337,案款推送不到财务系统,0.25391015,支付案款执行系统已审批完毕财务系统看不到,0.013175479,案款信息推送办案办案系统,0.23754048
办案系统推送案款支付信息财务系统看不到,办案系统推送案款缴纳信息财务系统看不到,案款发放昨天就申请今天财务系统案件支付管理还找不到,4.072684,案款未推送到财务系统,0.32253474,执行系统案款发放审批完财务系统看不到,0.026827447,财务系统看不到审批信息,0.5111281
执行系统支款转不到财务系统怎么回事,继续执行系统支款转不到财务系统怎么回事,执行系统支款转不到财务系统怎么回事,5.128864,执行系统支款转不到财务系统怎么回事,0.103497826,执行系统支款转不到财务系统怎么回事,0.004158889,执行系统支款转不到财务系统怎么回事,0.24766006
执行系统支款转不到财务系统怎么回事,继续执行系统支款转不到财务系统怎么回事,重复到账登记,5.994272,为财务系统案款转换钱不能进入执行系统,0.44163394,追缴诉讼费案件的领款类别是案款还是诉讼费 ,0.032542147,财务系统无法变更承办人,0.5905648
执行系统支款转不到财务系统怎么回事,继续执行系统支款转不到财务系统怎么回事,财务系统完成支付确认执行系统一直显示待办,6.1435375,执行系统申请案款发放后未流转到财务系统,0.5081022,怎样才具有拆分立案案件情形,0.033931334,财务系统无法看到案款发放审批表,0.6305621
案款发放昨天就申请今天财务系统案件支付管理还找不到,案款发放昨天就申请人今天财务系统案件支付管理还找不到,案款发放昨天就申请今天财务系统案件支付管理还找不到,6.301968,案款发放昨天就申请今天财务系统案件支付管理还找不到,0.04030973,案款发放昨天就申请今天财务系统案件支付管理还找不到,0.008837149,案款发放昨天就申请今天财务系统案件支付管理还找不到,0.16711225
案款发放昨天就申请今天财务系统案件支付管理还找不到,案款发放昨天就申请人今天财务系统案件支付管理还找不到,案款发放昨天就申请今天财务系统案件支付管理还找不到,6.301968,案款发放昨天就申请今天财务系统案件支付管理还找不到,0.04030973,案款发放昨天就申请今天财务系统案件支付管理还找不到,0.008837149,案款发放昨天就申请今天财务系统案件支付管理还找不到,0.16711225
案款发放昨天就申请今天财务系统案件支付管理还找不到,案款发放昨天就申请人今天财务系统案件支付管理还找不到,案款发放执行系统审批完成后，财务系统无案款审批信息,6.437246,财务系统案款支付管理里面显示不出承办人信息,0.47801617,在新版财务系统中，财务系统  部分 功能模块不见了？,0.050403222,案款一旦匹配转换以后就无法再进行拆分,0.783647
案款执行系统审批完成后财务系统无流程,案款执行系统审批已完成后财务系统无流程,案款执行系统审批完成后财务系统无流程,2.8779302,案款执行系统审批完成后财务系统无流程,0.04430385,案款执行系统审批完成后财务系统无流程,0.009555376,案款执行系统审批完成后财务系统无流程,0.11491635
案款执行系统审批完成后财务系统无流程,案款执行系统审批已完成后财务系统无流程,财务系统匹配案款至今未推送到执行系统,7.700319,执行系统已案款发放审核已完成财务系统无信息,0.17855501,终本案件应当进行终本约谈的，是通过找到申请执行人进行约谈还是其他方式,0.051411133,执行系统案款审批后未推送财务系统,0.33750454
