question,bert_match_question,bert_sore,bert_value,mixnet_match_question,mixnet_sore,mixnet_value,smallBert_match_question,smallBert_sore,small_Bert_value,wam_match_question,wam_sore,wam_value
案款发放选错支付方式如何进行删除,如何取消案款分割,2.8382866,0,执行系统怎么取消填错案款发放,0.5651178,1,案款转换数据怎么消除,0.07900176,0,案款延期发放,0.9045588,0
案款支付出去申请人账户错误还需要重新走审批程序不,已收到案款信息功能找不到,9.170933,0,无法联系申请人案款支付,0.6005288,0,执行系统反应速度太慢了，经常死机,0.03819404,0,申请人不主动到法院领取案款，无法结案,0.8183312,0
案款支付出去申请人账户错误还需要重新走审批程序不,系统提示根据案号代码未查到案件下的被执行人信息,9.44568,0,无法联系申请人案款支付,0.6005288,0,哪种方式可以转入虚拟账号，申请情况下不能转入虚拟账号,0.038734175,0,已经受理案件，发现其他法院已经受理在先，怎么结案,0.8658808,0
执行系统怎么取消填错案款发放,案件信息有误，怎么退回立案庭修改,2.9409585,0,执行案款发放错误怎么调整,0.45740438,0,关联案件绑定错误，需修改案号,0.034053404,0,在办案系统删案款支付信息后重填,0.54316753,1
执行系统怎么取消填错案款发放,已经审批完案款发放领款类别填写错误怎么修改,3.1768086,1,案款发放金额填写错误能否撤回,0.48916185,0,执恢怎么关联执恢进行扣划,0.041690987,0,执行系统进不去,0.6653516,0
执行案款退费时收款人填错一个字退费信息保存后否可以修改,案款发放，发现金额错误怎么修改,10.444604,0,案款已审核完毕发现案款收款人错误需要修改,0.45630795,1,案款支付信息填写错误如何退回,0.2457189,1,恢复执行案件能不能部分恢复，执行完毕结案,0.7748084,0
执行案款退费时收款人填错一个字退费信息保存后否可以修改,已结案件案款需退被执行人生活费的如何操作,11.467775,0,案款收款人错误如何更改,0.45709875,1,如何进行失信发布,0.33683926,0,终结方式结案，提示要录入执行救助信息,0.7853184,0
案款已审核完毕发现案款收款人错误需要修改,执行完毕案款未发放,3.4392848,0,案款收款人错误如何更改,0.27307263,1,文书模板中为什么承办人联系电话不自动显示,0.05241214,0,案款发放，发现金额错误怎么修改,0.55185324,0
案款已审核完毕发现案款收款人错误需要修改,案款认领错误,3.712422,0,执行案款退费时收款人填错一个字退费信息保存后否可以修改,0.45630795,1,文书模板中为什么承办人联系电话不自动显示,0.05241214,0,案款收款人错误如何更改,0.5747548,1
财务系统如何删除支付信息,需要删除到账登记信息,2.8415482,0,如何删除财务系统案款支付信息,0.15272865,0,案款转换数据怎么消除,0.040220853,0,如何删除财务系统案款支付信息,0.06335674,0
财务系统如何删除支付信息,删除自动履行信息,3.0020022,0,如何删除财务系统案款支付信息,0.15272865,0,立案时可以添加申请人账号信息吗,0.06884104,0,如何删除财务系统案款支付信息,0.06335674,0
案款发放时领款人填写错误无法更改怎么办,诉讼费退费的依据和操作方式,37.621628,0,已经审批完案款发放领款类别填写错误怎么修改,0.33081505,1,文书审批时显示流程已经在执行不允重复提交怎么办,0.045543455,0,提起案款发放时，无法保存信息,0.4124134,0
案款发放时领款人填写错误无法更改怎么办,失信、限高的规则理解与常见问题说明,41.507423,0,案款发放信息填写错误,0.40003136,1,案件在财务系统案款支付管理中不显示申请支付案款金额,0.06958139,0,已经审批完案款发放领款类别填写错误怎么修改,0.6481585,1
案款审批信息填写错误,案款发放信息填写错误,1.7929473,1,案款信息填写错误,0.18702509,1,案款发放信息填写错误,0.025827702,1,案款信息填写错误,0.20821059,1
案款审批信息填写错误,案款信息填写错误,5.760094,1,案款支付信息填写错误未审批,0.31294516,1,分案节点显示灰色,0.039177623,0,案款支付信息填写错误,0.32526135,1
需要把执行系统案款支付重新推送到财务系统,财务系统支付凭证，没有回传执行系统,8.716235,0,执行系统案款支付未推送到财务系统,0.0930874,0,案件在报结时提示联系系统管理员检测端口,0.055704623,0,执行系统案款支付没有推送到财务系统,0.401576,0
需要把执行系统案款支付重新推送到财务系统,删除更改执行系统节点数据,9.322686,0,执行系统案款支付没有推送到财务系统怎么办,0.10314698,0,总对总划拨无法进入虚拟账号,0.059198573,0,执行系统案款支付没有推送到财务系统怎么办,0.4184907,0
诉讼费财务系统推送为案款怎么处理,已经成功扣划的案件，财务系统中找不到流水,4.054885,0,案款未推送到财务系统,0.423994,0,案款支付自动回填本院信息,0.13079743,0,财务系统无流水，但确认当事人已转账,0.62245125,0
诉讼费财务系统推送为案款怎么处理,财务系统不显示支款审批信息,4.111223,0,案款未推送到财务系统,0.423994,0,自动履行金额填写有误该如何修改,0.13980004,0,失信惩戒系统的案件入口中显示的失信状态为未发布，失信查询中显示的失信状态为发布，怎么办？,0.6759006,0
财务系统中审批完成案款支付怎么撤回,如何删除财务系统案款支付信息,3.7059152,0,审核完成支付案款怎么撤回,0.30905175,1,财务系统如何退回案款审批信息,0.07721598,0,财务系统中看不到案件信息,0.4765452,0
财务系统中审批完成案款支付怎么撤回,如何删除财务系统案款支付信息,3.7059152,0,财务系统如何退回案款审批信息,0.4371048,0,执行案件立重复了，怎么删除,0.083494976,0,财务系统中无法修改承办人信息,0.5115479,0
案款支付信息填写错误需要删除信息重新填写保存不,需撤销已屏蔽的被执行人,7.557958,0,案款支付信息填写错误，需要删除信息，重新填写,0.123726726,1,历史案件信息填写后无法保存，显示该案件已经存在,0.026973087,0,案款支付信息填写错误，需要删除信息，重新填写,0.57416093,1
案款支付信息填写错误需要删除信息重新填写保存不,终本案件需要支付案款,8.065343,0,支付信息填写错误，已经提交审批，需要删除案款数据,0.32649347,1,终本案件多长时间可以结案，终本恢复后多长时间可以再次终本,0.028501404,0,案款支付信息填写错误,0.8878556,1
案款支付信息填写错误,案款支付信息填写错误怎么修改,0.8919262,1,案款支付信息填写错误怎么修改,0.1594279,1,支付执行费，选择什么支付方式,0.0322479,0,案款信息填写错误,0.17343894,1
案款支付信息填写错误,案款支付信息填写错误如何退回,1.9965515,1,案款支付信息填写错误未审批,0.16327953,1,当事人信息有误怎么办,0.048861057,0,案款支付信息填写错误怎么修改,0.2324115,1
案款填错,案款信息错误,1.4861859,1,案款信息填写错误,0.46108332,1,案款信息填写错误,0.022528006,1,案款发放,0.6210854,0
案款填错,承办人案件信息错误怎么修改,2.1235607,0,案款信息错误,0.51675284,1,到账登记无信息,0.04088659,0,法银,0.6872234,0
案款发放信息错误,案款发放余额不足,1.1873512,0,案款发放信息填写错误,0.14109524,1,案款认领错误,0.020820914,0,案款发放信息填写错误,0.14858021,1
案款发放信息错误,案款发放处于待办状态,1.901744,0,案款信息错误,0.25830513,1,案款信息录入差错率,0.03136574,0,案款信息错误,0.28266773,1
案款信息错误,案款填错,1.4861859,1,案款信息填写错误,0.16671544,1,结案方式错误,0.038235493,0,案款信息填写错误,0.18593067,1
案款信息错误,案款发放信息错误,2.0191517,1,案款发放信息错误,0.25830513,1,案款匹配错误,0.05274365,0,案款发放信息错误,0.28266773,1
通知书节点期限时间,采取限消措施的时间,3.3905277,0,执行通知书节点期限的起算时间,0.124281004,1,流程系统没办法限制高消费,0.04196192,0,执行通知书节点期限的起算时间,0.38547236,1
通知书节点期限时间,股权查封,3.7149363,0,执行通知等节点没有到期提示,0.5537291,0,公司法定代表人无法限制高消费,0.04340054,0,扣划提示“15天异议期内无法扣划”,0.93425584,0
重复立案的规则,案款延期发放怎么操作,3.850533,0,防止重复立案的规则,0.1699772,1,门户网站报修操作？,0.045358382,0,重复立案或错误立案,0.07422018,0
重复立案的规则,关于执行费和诉讼费财务操作步骤,3.9165976,0,重复立案,0.19994313,0,股权定向询价机构,0.12228429,0,重复立案,0.10263668,0
怎样才具有拆分立案案件情形,恢复执行案件如何关联首次案件,6.2659307,0,拆分立案的情形,0.11474192,1,追缴诉讼费案件的领款类别是案款还是诉讼费 ,0.018957714,0,拆分立案的情形,0.2504341,1
怎样才具有拆分立案案件情形,在哪里绑定关联案件,6.789719,0,哪些情况下可以拆分立案,0.1593985,1,承办人调离屏蔽失信,0.032892887,0,怎么将案件退回立案庭？,0.37686265,0
哪些情况下可以拆分立案,结案时提示有账户未解冻,10.176556,0,拆分立案的情形,0.14046998,1,刑初案号可以发放案款吗,0.020693954,0,拆分立案的情形,0.20632537,1
哪些情况下可以拆分立案,罚金立案时的申请人,11.155547,0,怎样才具有拆分立案案件情形,0.1593985,1,系列案件怎么立案效率高,0.030262832,0,立案如何授权？,0.25563782,0
什么案件可以才分立案,恢复执行案件再终本，哪些节点必须做。,11.166446,0,怎样才具有拆分立案案件情形,0.27067634,1,审判庭案件怎么支付案款;,0.031856235,0,案款支付后恢复立案怎么结案,0.40740988,0
什么案件可以才分立案,怎么分割案款给多个案件,11.248289,0,哪些情况下可以拆分立案,0.3615787,1,立案金额需要修改,0.03381872,0,立案金额需要修改,0.4411059,0
退赔否需要终本约谈,为什么节点不能自动生成文书,3.3542895,0,责令退赔案件终本约谈,0.30714092,0,责令退赔案件终本约谈,0.018395832,0,责令退赔案件终本约谈,0.41353858,0
退赔否需要终本约谈,如何添加财产担保人？,3.4266796,0,责令退赔无被约谈人怎么完成终本约谈节点,0.3405361,1,退回委托灰色,0.046484224,0,罚金案件否需要终本约谈,0.5388534,1
罚金刑案件否需要终本约谈,罚金案件否需要终本约谈,1.7224185,1,罚金案件否需要终本约谈,0.14124884,1,拆分立案的情形,0.021230856,0,罚金案件否需要终本约谈,0.091448,1
罚金刑案件否需要终本约谈,终结案件分期履行如何发放案款,4.351093,0,罚金案件终本约谈,0.18848005,0,财务系统谁有案款分配权,0.026309818,0,罚金案件终本约谈,0.19513454,0
罚金案件否需要终本约谈,罚金刑案件否需要终本约谈,1.7224185,1,罚金案件终本约谈,0.041609433,0,财务系统谁有案款分配权,0.028473757,0,罚金刑案件否需要终本约谈,0.091448,1
罚金案件否需要终本约谈,不结案后还能否添加当事人,4.1442823,0,罚金刑案件否需要终本约谈,0.14124884,1,执恢案件的结案方式,0.028761044,0,罚金案件终本约谈,0.106648095,0
案件无申请人报结时提示需要进行终本约谈,结案时，提示未做总对总查控,9.230092,0,终本案件应当进行终本约谈的，是通过找到申请执行人进行约谈还是其他方式,0.48445326,0,定期账户进行控制时银行反馈“定期账户只支持全额控制”,0.07030676,0,申请人未到法院，怎么发放案款,0.53186584,0
责令退赔无被约谈人怎么完成终本约谈节点,被执行人死亡无法网络查控,6.046728,0,责令退赔案件终本约谈,0.25680953,0,财付通扣划失败，提示与冻结记录不符,0.02504704,0,无银行流水案款怎么匹配,0.49468452,0
责令退赔无被约谈人怎么完成终本约谈节点,选择案外人怎么扫描证明文书,6.2152,0,退赔否需要终本约谈,0.3405361,1,恢复执行案件需要再次终本，办案标准,0.03144541,0,无银行流水案款怎么匹配到账,0.5272171,0
不能新增执行案款专户,怎么追加被执行人,2.9560392,0,新增执行案款专户，维护执行案款专户信息怎么操作。,0.20462584,1,无法分配虚拟账号,0.04707427,0,执行案款专户管理新增,0.16068356,1
不能新增执行案款专户,需要暂缓发放执行案款如何提存,3.0301993,0,执行案款专户管理新增,0.20774601,1,无法关联扣划,0.08625479,0,修改执行案款专户,0.28039148,1
执行案款专户管理新增,案款发放信息修改,7.2389255,0,不能新增执行案款专户,0.20774601,1,驳回申请需要出什么文书,0.021063142,0,不能新增执行案款专户,0.16068356,1
执行案款专户管理新增,失信发布后不能操作屏蔽，屏蔽功能按钮点不动,7.387193,0,新增执行案款专户，维护执行案款专户信息怎么操作。,0.290498,1,执行通知书未自动生成,0.02437877,0,修改执行案款专户,0.32752514,1
修改执行案款专户,删除到账登记信息,2.9016807,0,修改查控系统执行案款专户账号,0.25568363,1,修改结案金额,0.069334164,0,不能新增执行案款专户,0.28039148,1
修改执行案款专户,需撤销已屏蔽的被执行人,3.3620338,0,不能新增执行案款专户,0.31724244,1,修改结案金额,0.069334164,0,执行案款专户管理新增,0.32752514,1
修改联行号,今天查控系统不用不起,6.6191187,0,修改总对总系统联行号,0.24812801,1,需撤销已屏蔽被执行人,0.055263735,0,联行号,0.20468822,0
修改联行号,如何改正执行依据文号,6.7476215,0,修改查控系统联行号,0.30931172,1,执行系统重复到账登记,0.059342634,0,修改查控系统联行号,0.27425304,1
修改查控系统联行号,修改总对总系统联行号,5.3148594,1,修改总对总系统联行号,0.23237538,1,案款走完程序还待办状态,0.014857684,0,修改联行号,0.27425304,1
修改查控系统联行号,删除更改执行系统节点数据,5.4876757,0,修改联行号,0.30931172,1,文书模板修改,0.022992767,0,修改总对总系统联行号,0.30672014,1
修改总对总系统联行号,修改查控系统联行号,5.3148594,1,修改查控系统联行号,0.23237538,1,查控系统什么事实能用,0.019095823,0,修改查控系统联行号,0.30672014,1
修改总对总系统联行号,如何更改执行依据文号,7.3393297,0,修改联行号,0.24812801,1,怎么变更系统中法官助理,0.025827695,0,修改联行号,0.5513452,1
修改查控系统账号,怎么取消匹配案款,2.8828247,0,修改查控系统执行案款专户账号,0.40227127,1,可否添加两个法官助理,0.03490343,0,财务系统承办人变更,0.46896347,0
修改查控系统账号,取消转换数据,2.9414055,0,修改查控系统联行号,0.42685717,1,执行系统已审批但财务系统没有,0.045731317,0,执行系统电子签章怎么设置,0.48039013,0
修改查控系统执行案款专户账号,修改执行案款专户,4.151494,1,修改执行案款专户,0.25568363,1,已经办案款延缓发放但还无法结案,0.016549328,0,修改执行案款专户,0.35546958,1
修改查控系统执行案款专户账号,修改查控系统账号,4.3739243,1,新增执行案款专户，维护执行案款专户信息怎么操作。,0.38765115,1,已经办案款延缓发放但还无法结案,0.016549328,0,执行系统电子签章怎么设置,0.38923067,0
被执行人为个体工商户无法查询总对总,被执行人为个体工商户，无法查询总对总。,4.199585,0,被执行人为个体工商户，无法查询总对总。,0.058579348,0,被执行人为个体工商户，无法查询总对总。,0.017766705,0,被执行人为个体工商户，无法查询总对总。,0.11510614,0
被执行人为个体工商户无法查询总对总,终本案件无法进行总对总查控,9.149857,0,个体工商户查控问题,0.4323496,0,甄别后还不能进行操作,0.03693683,0,被执行人为集体经济组织无法限消,0.49729908,0
村委会如何限制消费,案款收款人错误如何更改,2.8064823,0,村民委员会限制高消费,0.56589806,0,诉讼案子支付案款,0.19517055,0,村委会终本,0.4004427,1
村委会如何限制消费,承办人案件信息错误怎么修改,3.2283504,0,流程系统没办法限制高消费,0.7938727,0,限制消费如何救济,0.24382761,0,村民委员会限制高消费,0.66482764,0
村委会终本,关于民政信息,10.757454,0,终本恢复后再次终本时间,1.065271,0,总对总选择单位,0.065380424,0,村委会如何限制消费,0.4004427,1
村委会终本,提交审批流程后，不知道该谁审批？,10.765861,0,村委会如何限制消费,1.0770237,1,总对总loadxml,0.0676005,0,村委会身份验证不通过,0.7279448,1
执行系统网络查控无法核实当事人身份信息,财务系统无法获取案件信息,3.5129087,0,无法核查当事人身份信息,0.4367628,1,执行系统被执行人已屏蔽，执行公开网仍能查到信息,0.024091553,0,提起网络评估时系统显示”标的物信息不符合要求“,0.65478444,0
执行系统网络查控无法核实当事人身份信息,财务系统不显示支款审批信息,3.825648,0,总对总查控时，提示无用户信息,0.5622589,0,历史案件信息填写后无法保存，显示该案件已经存在,0.027737191,0,提起网络评估时系统显示”标的物信息不符合要求“,0.65478444,0
执行账号被禁用怎么办,发现案件错误，需要删除案件，怎么办？,3.5743177,0,请处理执行办案系统的账号已被禁用的失信限高,0.4124481,0,需要单次解禁怎么办,0.058160592,0,被执行屏蔽错误,0.5133085,0
执行账号被禁用怎么办,执行费没有回单怎么办,3.9460301,0,账号被禁用，处理失信限消,0.53925216,0, 被执行验人证失败怎么办,0.06278383,0,请处理执行办案系统的账号已被禁用的失信限高,0.65421605,0
执行人员ID为空或“用户不存在”,执行系统未收到到账信息,5.4531703,0,通过执行系统进入查控页面时，提示执行人员ID为空或“用户不存在”,0.38477013,1,非本案执行组织成员无法操作失信,0.023751086,0,通过执行系统进入查控页面时，提示执行人员ID为空或“用户不存在”,0.10631636,1
执行人员ID为空或“用户不存在”,财务系统无法获取案件信息,6.687661,0,总对总当前用户不存在,0.6523826,0,非本案执行组织成员无法操作失信,0.023751086,0,限高时，点击新增提示：全国执行系统库中该案件承办人标识为空,0.5579508,0
14天不允许再次总对总查询,财务系统无法查询银行流水,4.619204,0,查询间隔15天后无法再次查询,0.6337196,1,查询间隔15天后无法再次查询,0.06869821,1,总对总【新增查询】时提示‘15日之内不允许重复查询’。,0.6466445,0
14天不允许再次总对总查询,财务系统无法查询银行流水,4.619204,0,总对总【新增查询】时提示‘15日之内不允许重复查询’。,0.8281826,0,2018年的案件要以终本方式结案，必须具备哪些条件,0.15447044,0,总对总无法扣划到子账号,0.66308475,0
总对总提起冻结时显示，出现多案件操作导致当事人信息不一致,责令退赔案件找不到被害人，案款已执行到位，是否可以点击执行结案,9.406649,0,总对总提起冻结时显示出现多案操作导致当事人信息不一致,0.06659149,0,总对总提起冻结时显示出现多案操作导致当事人信息不一致,0.004595523,0,总对总提起冻结时显示出现多案操作导致当事人信息不一致,0.18022585,0
总对总提起冻结时显示，出现多案件操作导致当事人信息不一致,终结本次执行程序后被执行人自动履行完毕；案件退出终本库,12.109543,0,提起查控页面提示“error出观多案件操作情况，导致当事人信息不一致,0.39241055,1,被执行人为个体工商户，无法查询总对总。,0.026750866,0,总对总操作时，提示‘出现多案件操作情况，导致当事人信息不一致，请关闭相关页面重新操作’,0.2655764,0
线下可以查询到银行账户，查控系统不能查询到开户,过程卷有报告财产令 ，无法发布失信选择违反报告财产令,6.5973334,0,总对总查控系统查询不到开户行，柜台可以查询开户行,0.34070435,1,案款发放一直显示待办财务系统未显示,0.03309919,0,通过执行系统进入查控页面时，提示执行人员ID为空或“用户不存在”,0.63462234,0
线下可以查询到银行账户，查控系统不能查询到开户,总对总查控，无法对单个执行人进行查控,7.1812196,0,柜台查询有开户，线上查询无开户,0.37396768,1,案款发放一直显示待办财务系统未显示,0.03309919,0,怎么进入查控系统，上传法官证件？,0.63946486,0
总对总查控系统查询不到开户行，柜台可以查询开户行,财务系统已经匹配执行系统无到账信息取消重新匹配也没有到账信息,10.437909,0,线下可以查询到银行账户，查控系统不能查询到开户,0.34070435,1,案件到位标大于结案标,0.043339275,0,案款发放，发放银行卡号、联行号、开户行名称错误怎么修改,0.36117077,0
总对总查控系统查询不到开户行，柜台可以查询开户行,终本后如何网查,11.5603485,0,柜台查询有开户，线上查询无开户,0.38747764,1,待办事宜点处理直接没反应网页卡死,0.045143854,0,新增执行款账户时没有可供选择开户行,0.42639253,0
解冻时提示原冻结单号为空,总对总查询反馈查询账户交易结算资金不一致,8.630201,0,建设银行解冻提示”冻结状态已失效,0.3909215,0,冻结后做后续措施，引入财产信息时，提示查无数据,0.026644414,0,怎么关联案件;首执案件怎么与执保案件关联;恢复执行案件与原终本案件关联;执恢案件关联首执划拨存款;执恢案件划拨首执案件冻结存款,0.70188856,0
解冻时提示原冻结单号为空,引入文书时页面会卡,8.793195,0,解冻反馈冻结记录不存在，或者单号不存在,0.5204691,1,建设银行解冻提示”冻结状态已失效,0.035035048,0,通过执行系统进入查控页面时，提示执行人员ID为空或“用户不存在”,0.7270637,0
邮政储蓄银行余额不足未能冻结,案款暂缓发放,2.6934767,0,邮储冻结提示账户已超额冻结，冻结失败,0.55567414,1,首次执行案款被其他法院冻结怎样结案,0.038318563,0,财付通划拨成功之后一直未能入账,0.78104603,0
邮政储蓄银行余额不足未能冻结,案款认领错误,2.7868392,0,银行无法冻结,0.67695355,0,执行通知书节点期限的起算时间,0.043907143,0,没有履行完毕，恢复执行结案方式怎么选,0.8578029,0
扣款结算账号与提交财付通白名单不符,财务系统显示不出案件承办人,8.394077,0,扣划对公账号没有在财付通名单,0.7095361,0,中国银行解冻反馈“止付圈存不存在”,0.046225,0,财付通扣划失败，提示与冻结记录不符,0.3216514,1
扣款结算账号与提交财付通白名单不符,案款发放，发现支付名称错误怎么修改,8.538908,0,案款支付信息填写错误,0.7161312,0,一笔金额怎么匹配多个案件,0.06830353,0,本院账号怎么列入财付通扣款列表中,0.44891757,0
财付通扣划提示“收款账户未在提交财付通的列表内,财付通扣划提示 扣划对公账号没有在提交财付通名单列表中，不支持列表外账户扣划,21.55313,1,财付通扣划提示 扣划对公账号没有在提交财付通名单列表中，不支持列表外账户扣划,0.32952848,1,结案时提示被执行人年龄为0，无法结案,0.02097221,0,财付通怎么扣划；微信账户钱怎么扣划。,0.46403417,0
财付通扣划提示“收款账户未在提交财付通的列表内,财付通扣划提示 不支持列表外扣划账户,23.94488,1,扣划对公账号没有在财付通名单,0.40479815,1,直接裁定执行财产人，授权收执行主体中不显示功能,0.03508507,0,本院账号怎么列入财付通扣款列表中,0.5678778,1
财付通扣划提示 不支持列表外扣划账户,怎么进行执恢案件之间的关联扣划,10.073274,0,财付通扣划提示 扣划对公账号没有在提交财付通名单列表中，不支持列表外账户扣划,0.13947952,1,委托案件时，无法选择受托法院,0.041297484,0,财付通扣划提示 扣划对公账号没有在提交财付通名单列表中，不支持列表外账户扣划,0.26753318,1
财付通扣划提示 不支持列表外扣划账户,罚金刑案件否需要终本约谈,10.353728,0,财付通怎么扣划；微信账户钱怎么扣划。,0.40301883,0,银行回执显示扣划账号大于12位无法扣划,0.044774365,0,财付通扣款提示对公账号不在列表中,0.5328561,1
扣划对公账号没有在财付通名单,财务没有审批信息,10.58119,0,财付通扣划提示 扣划对公账号没有在提交财付通名单列表中，不支持列表外账户扣划,0.26363117,1,财务系统显示不出案件承办人,0.017017197,0,微信划款，如何添加财付通名单,0.27209377,0
扣划对公账号没有在财付通名单,扣划到总账户案款怎么匹配,11.030824,0,财付通扣款提示对公账号不在列表中,0.29188782,1,案款提起支付审批通过后财务系统未自动生成,0.025881248,0,财付通扣划提示 扣划对公账号没有在提交财付通名单列表中，不支持列表外账户扣划,0.3999402,1
本院账号怎么列入财付通扣款列表中,财务系统谁有案款分配权,8.58227,0,财付通扣划提示“收款账户未在提交财付通的列表内,0.47032794,1,终本结案是否受满三个月限制,0.03400855,0,财付通怎么扣划；微信账户钱怎么扣划。,0.3236012,0
本院账号怎么列入财付通扣款列表中,指挥平台统计数据只到基层院未精确到个人,10.047296,0,微信划款，如何添加财付通名单,0.5212993,0,什么时候总对总能够批量查控,0.03471603,0,微信划款，如何添加财付通名单,0.43244588,0
财付通扣款提示对公账号不在列表中,结案时提示被执行人年龄为0，无法结案,7.828412,0,扣划对公账号没有在财付通名单,0.29188782,1,银行回执显示扣划账号大于12位无法扣划,0.014558662,0,财付通怎么扣划；微信账户钱怎么扣划。,0.45674127,0
财付通扣款提示对公账号不在列表中,同时支付几笔案款部分显示办结部分显示待办,8.415363,0,财付通扣划提示“收款账户未在提交财付通的列表内,0.45937666,1,银行回执显示扣划账号大于12位无法扣划,0.014558662,0,本院账号怎么列入财付通扣款列表中,0.48255852,1
网络查控时反馈协执退回什么原因,网络查控时反馈协执行退回什么原因,1.6502395,0,网络查控时反馈协执行退回什么原因,0.06754288,0,网络查控时反馈协执行退回什么原因,0.03817412,0,网络查控时反馈协执行退回什么原因,0.20961758,0
网络查控时反馈协执退回什么原因,修改查控系统联行号,12.538851,0,总对总查询协执退回怎么回事,0.5980038,0,执恢案件关联首次执行发放案款,0.053904496,0,解冻反馈冻结记录不存在，或者单号不存在,0.8749429,0
无法纳入失信,如何纠正失信,3.2223365,0,列入失信,0.28690013,0,逐月扣划案款,0.026891304,0,列入失信,0.45075333,0
无法纳入失信,没有立案权限,3.2439985,0,只能查询失信信息，不能进行失信操作。,0.3681003,0,终本案件纳失信,0.028719706,0,身份验证不一致，无法限高和失信,0.6023703,0
公司法定代表人无法限制高消费,怎么撤销转换数据,2.846168,0,流程系统没办法限制高消费,0.47390705,0,被执行人法定代表人身份验证通过，但是无法限高,0.02829781,0,企业注销验证不一致无法限制高消费,0.4875069,0
公司法定代表人无法限制高消费,执行通知书未自动生成,2.9790103,0,在对公司进行限制消费操作时系统提示法定代表人无校验结果,0.5339731,0,被执行人法定代表人身份验证通过但无法限高,0.035536226,1,法人代表无法限高不能结案,0.67732465,0
被执行人法定代表人身份验证通过但无法限高,被执行人法定代表人身份验证通过，但是无法限高,3.300413,0,被执行人法定代表人身份验证通过，但是无法限高,0.026871826,0,被执行人法定代表人身份验证通过，但是无法限高,0.016679823,0,被执行人法定代表人身份验证通过，但是无法限高,0.21443285,0
被执行人法定代表人身份验证通过但无法限高,恢复执行立案金额影响执行到位率。,5.2853007,0,身份验证一致无法限高,0.40319026,0,首封法院去函要求移交处置权，首封法院不回函,0.026344134,0,法定代表人身份证已更改已验证通过但仍不能限制高消费,0.5742349,0
黑户查控,财产精细化,2.728836,0,新增查控账号,0.8436963,0,财产登记错误,0.05190132,0,反映自然人没有身份，属于黑户的问题,0.84902775,1
黑户查控,总对总查询交易明细,2.8166258,0,案件终本后怎么进行网络查控,0.9214912,0,案款分割,0.07777261,0,诉讼费应收未收转执行立案,0.973593,0
被执行人死亡网络查询限制高消费无法通过系统如何处理,现金履行支付信息怎么操作,5.6048565,0,被执行人死亡无法网络查控,0.3352108,0,罚金案件自动履行结案可以不走案款支付流程吗,0.052549236,0,被执行人死亡无法网络查控,0.3526937,0
被执行人死亡网络查询限制高消费无法通过系统如何处理,修改查控系统执行案款专户账号,5.802692,0,被执行人死亡，无法发布限消,0.4042236,1,当事人已将案款转账到法院账户，但财务系统中无相关案款信息,0.06966696,0,被执行人死亡如何网络查询,0.4070501,0
当事人死亡甄别,个体工商户查控问题,3.3517747,0,被执行人死亡如何网络查询,0.8521684,0,财务匹配,0.022596726,0,当事人议价,0.40362343,0
当事人死亡甄别,罚金转款财政转款人选择,3.3717823,0,执行中被执行人死亡如何处理,0.91445035,0,案款匹配,0.028727354,0,执行中被执行人死亡如何结案,0.45530793,0
已结案件，对已经履行完毕的案件，如何解除限制高消费,修改结案金额,4.8443947,0,首执案件钱怎么在恢复案件中支付,0.42052975,0,承办法官已调走执行账号不存在请问怎么解除被执行人失信,0.102837205,0,当事人自动履行完毕，怎么结案？,0.23323382,0
已结案件，对已经履行完毕的案件，如何解除限制高消费,修改结案金额,4.8443947,0,之前案件案款怎么在恢复案件中支付,0.4315594,0,立案之后，发现案号错了，想删除案件，怎么处理？,0.12106619,0,自动履行完毕后，结案时提示没有对被执行人做限高操作,0.2830936,0
已结案件，对已经履行完毕的案件，如何屏蔽、撤销失信,已结案件，对已经履行完毕的案件，如何解除限制高消费,6.798867,1,终本案件申请执行人书面申请屏蔽失信被执行人名单或取消限制消费令的，是否可以不纳入失信或限消,0.39402515,0,自动生成的文书不正确，在哪里修改。,0.054712493,0,已结案件，对已经履行完毕的案件，如何解除限制高消费,0.30995157,1
已结案件，对已经履行完毕的案件，如何屏蔽、撤销失信,怎么从财务系统退回已经审核完成的案款发放信息？,7.2358165,0,如何操作失信屏蔽、撤销、纠正,0.400136,0,立案之后，发现案号错了，想删除案件，怎么处理？,0.05619388,0,当事人自动履行完毕，怎么结案？,0.33181262,0
已解除制消费令，但在中国执行公开网还能查到限制消费信息,总对总查控了，且已反馈，但是报结提示未查询,11.342709,0,中国执行信息公开网上已查不到失信和限制消费信息，但仍无法购买机票和火车票的，什么原因？,0.6391335,0,终结执行提示有未解除账户但实际已账户解除冻结,0.031056818,0,已结案件，执行公开网仍能查到被执行人信息,0.3167851,0
已解除制消费令，但在中国执行公开网还能查到限制消费信息,首封法院去函要求移交处置权，首封法院不回函,11.825825,0,恢复执行限制高消费,0.64208525,0,收案状态，点击分期履行后，弹出的对话框不能进行填写,0.0334566,0,已操作失信屏蔽/撤销，但在中国执行信息公开网还能查到失信被执行人信息,0.35260642,1
限制消费系统操作解除提示成功后实际未解除,网上冻结账户后扣划一部分资金账户无法解冻,3.6130857,0,被执行人限制高消费，现且已履行完毕，解除限消时选项中没有履行完毕，应该如何操作,0.74835855,0,财务系统案款支付管理里面显示不出承办人信息,0.017793572,0,授权后，没有功能按钮,0.74859816,0
