question,bert_match_question,bert_sore,mixnet_match_question,mixnet_sore,smallBert_match_question,smallBert_sore,wam_match_question,wam_sore
财务系统看不到案款审批,财务系统看不到审批信息,2.4537408,财务系统看不到审批信息,0.27816713,执保立案无法生成预估执行费,0.020459475,财务系统看不到案款,0.16121234
财务系统看不到案款审批,案款预进账功能找不到,2.4804728,案款发放审批完成但在财务系统里没有显示,0.29152808,立案时，无法选择代字,0.02811235,财务系统看不到审批信息,0.33135203
执行系统案款支付没有推送到财务系统,执行系统案款支付未推送到财务系统,1.465927,执行系统案款支付没有推送到财务系统怎么办,0.019298771,指挥平台统计数据只到基层院未精确到个人,0.013996811999999999,执行系统案款支付没有推送到财务系统怎么办,0.021418406
执行系统案款支付没有推送到财务系统,案款系统没有案件信息,3.8233924,执行系统案款支付未推送到财务系统,0.022511616,案款发放执行系统未推送财务系统,0.020803206,执行系统案款支付未推送到财务系统,0.024764504
执行系统案款支付没有推送到财务系统怎么办,线下审批的案款如何补录,4.9469595,执行系统案款支付没有推送到财务系统,0.019298771,财务系统怎么将一笔钱分割多个案件,0.051036462000000005,执行系统案款支付没有推送到财务系统,0.021418406
执行系统案款支付没有推送到财务系统怎么办,执恢案件否必须缴纳执行费,4.982126,执行系统案款支付未推送到财务系统,0.04090255,财务管理系统中找不到匹配案款的案件,0.06165214,执行系统案款支付未推送到财务系统,0.044946775
执行系统案款发放审批完财务系统看不到,执行系统申请案款发放后未流转到财务系统,4.1762760000000005,支付案款执行系统已审批完毕财务系统看不到,0.18524654,支付案款执行系统已审批完毕财务系统看不到,0.025368647999999997,执行系统提起案款发放财务系统看不到案款支付,0.42933166
执行系统案款发放审批完财务系统看不到,暂停案件扣除审限后不能结案,4.866304,案款发放执行系统审批完成后，财务系统无案款审批信息,0.23224136,财务系统审核完毕信息未推送到执行法官财务系统,0.02893754,案款发放执行系统未推送财务系统,0.5026157
执行系统案款审批后未推送财务系统,今天查控系统不用不起,7.370208,财务系统无执行系统推送的案款支付审批信息,0.16864023,案款发放执行系统未推送财务系统,0.044307396,财务系统没有执行案件,0.29048896
执行系统案款审批后未推送财务系统,财务系统没有审批信息,7.6027664999999995,案款发放执行系统未推送财务系统,0.17096055,执恢的案件需要裁判文书上网吗？,0.052954737,案款发放执行系统未推送财务系统,0.34058776
执行系统已案款发放审核已完成财务系统无信息,财务系统匹配后执行系统到账登记没有信息,11.251975999999999,案款发放执行系统已审签完毕财务系统无信息,0.17329328,财务系统匹配后执行系统到账登记没有信息,0.029554177,财务系统无执行案件信息,0.22848499
执行系统已案款发放审核已完成财务系统无信息,案款发放执行系统已审签完毕财务系统无信息,11.791013000000001,案款发放执行系统审批完成后，财务系统无案款审批信息,0.19750364,被执行人屏蔽后能否重新公开,0.03250763,财务系统无执行系统推送的案款支付审批信息,0.23890238
执行系统已审批但财务系统没有,财务系统支付凭证，没有回传执行系统,8.580597000000001,案款执行系统审批完成后财务系统无流程,0.2351651,在案例编辑文书模板,0.03164478,请问执恢案件财务系统已转换数据但执行系统没有记录怎么回事,0.35651433
执行系统已审批但财务系统没有,财务系统和执行系统承办人不一致,9.983068,支付案款执行系统已审批完毕财务系统看不到,0.23642102,财务已确认案款但系统没有,0.03635628,财务系统已办结执行系统待办,0.396318
财务系统匹配案款至今未推送到执行系统,财务系统匹款后流转后执行系统不显示,5.3946195,财务系统匹配案款，至今未推送到执行系统,0.023773095,财务系统匹配案款，至今未推送到执行系统,0.008296831,财务系统匹配案款，至今未推送到执行系统,0.14625198
执行系统提起案款发放财务系统看不到案款支付,终本案件应当进行终本约谈的，是通过找到申请执行人进行约谈还是其他方式,19.473098999999998,执行系统案款发放审批完财务系统看不到,0.28972453,案款发放执行系统已审签完毕财务系统无信息,0.016674725,执行系统案款发放审批完财务系统看不到,0.42933166
执行系统提起案款发放财务系统看不到案款支付,执行系统已案款发放审核已完成财务系统无信息,21.111496,执行系统申请案款发放后未流转到财务系统,0.3148114,罚金案子在支付案款通知书上打出来显示收取执行费,0.02358525,执行案款在执行系统审批在财务系统里找不到案子怎么回事,0.5119885000000001
财务系统看不到审批信息,财务系统看不到案款审批,2.4537408,财务系统没有审批信息,0.17998916,网络查控节点无法流转,0.01637194,财务系统没有审批信息,0.2948077
财务系统看不到审批信息,财务系统支付案款确认后不推送到执行系统,4.273364,财务没有审批信息,0.25287187,股权怎么进行评估，股权无法查封,0.018306209,财务系统看不到案款审批,0.33135203
财务系统没有审批信息,财务系统无立案信息,4.626919,财务没有审批信息,0.098450646,案款系统没有案件信息,0.01227252,财务系统看不到审批信息,0.2948077
财务系统没有审批信息,财务没有审批信息,5.33345,财务系统看不到审批信息,0.17998916,卷宗中没有立案卡,0.022975737000000003,财务没有审批信息,0.33217868
案款提起支付审批通过后财务系统未自动生成,案款发放被退回后一直挂在承办人待办事宜内,4.570338700000001,案款发放财务系统未审批通过如何重新提起审批,0.48691508,扣划对公账号没有在财付通名单,0.025881248,案款发放财务系统未审批通过如何重新提起审批,0.44166982
案款提起支付审批通过后财务系统未自动生成,案款发放财务系统未审批通过如何重新提起审批,4.614073,案款发放审批完成但在财务系统里没有显示,0.56569314,当庭履行，需要做到账登记吗？,0.027772564,执行系统案款审批后未推送财务系统,0.45695952
财务系统授权,系统添加被执行人,4.2164845,财务系统怎么授权审批人,0.42009026,终本案件分类,0.022053992,财务系统承办人变更,0.42677
财务系统授权,财务系统审核顺序,4.629189,新版财务系统如何操作,0.45390284,法银直联,0.043578137,财务系统审核,0.5543099
如何设置案款财务审批人,如何删除财务系统案款支付信息,4.8635545,案款发放财务系统未审批通过如何重新提起审批,0.40844434,执行如何交纳诉讼费,0.06360366,财务系统怎么授权审批人,0.49710286
如何设置案款财务审批人,如何删除财务系统案款支付信息,4.8635545,财务系统怎么授权审批人,0.442209,怎样分配案款,0.07128811,财务如何取消匹配案款,0.5023639
财务系统权限如何设置,如何取消案款分割,3.4787800000000004,财务系统授权,0.45816424,股权怎么进入评估、拍卖流程,0.04619322,财务系统授权,0.65038455
财务系统权限如何设置,支付宝不能划扣,3.4922912000000004,新版财务系统如何操作,0.47266713,法官助理如何查看案件,0.05209774,怎么给查控系统授权,0.6845359999999999
财务系统审核,股权评估,4.2018085,财务系统审核顺序,0.37966788,门户报修在哪报,0.016923696000000002,财务系统审核顺序,0.35588688
财务系统审核,财务系统无审批流程,4.768916,财务系统怎么授权审批人,0.4883518,填写结案标,0.01996027,财务系统授权,0.5543099
执行系统案款发放流转不了,无法联系申请人案款支付,3.043284,执行系统申请案款发放后未流转到财务系统,0.29962847,执行案件在财务系统获取不案件信息,0.029003436,案款发放执行系统未推送财务系统,0.4585937
执行系统案款发放流转不了,无法联系申请人案款支付,3.043284,财务系统匹款后流转后执行系统不显示,0.42410916,执行系统中，看不见电子回执,0.030190706,财务已支付，执行系统无法流转,0.46032605
财务系统怎么上传支款凭证，银行回执单。,匹配金额修改,3.8893053999999996,财务系统上传回执单,0.31150900000000004,达成长期履行和解协议结案文书什么,0.021409899,银行回执显示扣划账号大于12位，无法扣划,0.58108747
财务系统怎么上传支款凭证，银行回执单。,现金履行支付信息怎么操作,4.0009217,财务系统支付凭证，没有回传执行系统,0.5174344,首执案件钱怎么在恢复案件中支付,0.028296946,财务系统上传回执单,0.58622354
怎么支付确认,到账登记不显示,2.5506813999999998,财务系统怎么确认支付案款,0.5960043,是否需要过户部门手续,0.045737725,财务系统怎么确认支付案款,0.6677211
怎么支付确认,财产精细化怎么使用,2.57496,内部调账如何确认支付完成,0.61913854,如何修改当事人信息,0.04688872400000001,本院支付怎么支付,0.7173722
执行款已发放完毕但执行系统案款发放节点一直处于待办状态,案款已在财务系统分配并转换但执行系统没有到账登记信息,6.4655657,执行系统案款发放流程结束了没有,0.37285559999999995,通过执行系统进入查控页面时，提示执行人员ID为空或“用户不存在”,0.044949587,恢复执行案件能不能部分恢复，执行完毕结案,0.59676945
执行系统不能支付确认结案,怎么向案外人支付案款,2.5169926,执行案件到位金额必须全部支付才可以结案吗,0.44266495,执行系统无法生成虚拟账号,0.026586814,执行费显示待办无法结案,0.50539297
执行系统不能支付确认结案,提存至本院账户如何操作,2.5586187999999996,执行费不需要支付，无法结案,0.44781026,财务系统和执行系统承办人不一致,0.026689984,执行系统提起案款发放财务系统看不到案款支付,0.5742136999999999
出纳怎么上传支付案款回单,财务系统怎么上传支款凭证，银行回执单。,4.771351999999999,诉讼费支付需要上传回单吗,0.45256543,已经终本的案件，怎么扣划案款。,0.056861743,财务系统发放案款后回单已传案款发放中还显示待办,0.6364247
出纳怎么上传支付案款回单,财务系统无法看到案款发放审批表,5.296263,手动上传回单怎么操作,0.6278166999999999,执行完毕结案还能支付案款吗,0.06576847,执行费没有回单怎么办,0.7088767
财务系统完成支付确认执行系统一直显示待办,财务系统已确认交付执行系统显示待办,2.6439404,财务系统已支付确认但执行系统仍显示待办,0.11647157,提交询价评估，提示错误,0.029509366000000002,执行系统显示待办财务系统没有数据,0.5022464
财务系统完成支付确认执行系统一直显示待办,财务系统匹配后执行系统到账登记没有信息,5.276707,财务系统已确认交付执行系统显示待办,0.24067579999999997,罚金退赔已执行到位找不到被害人怎么处理已执行到位案款,0.049097836,执行系统怎么查看流程审批完成没有,0.56448895
财务系统上传回执单,查控系统公告在哪里点开,6.545408,财务系统怎么上传支款凭证，银行回执单。,0.31150900000000004,执行系统到账登记无数据,0.010366008000000001,财务系统怎么上传支款凭证，银行回执单。,0.58622354
财务系统上传回执单,填写执行费,6.5794369999999995,执行系统收不到财务系统回执单,0.43853450000000005,执行系统怎么匹配案款,0.027826944,执行系统收不到财务系统回执单,0.60281247
财务支付回单手动上传失败如何报修,财务系统支付凭证，没有回传执行系统,7.4290724,手动上传回单怎么操作,0.6143126999999999,终结执行方式结案后恢复未结案状态如何支付案款,0.043457694000000005,门户网站报修没法使用了,0.5879635999999999
财务支付回单手动上传失败如何报修,修改查控系统联行号,10.154629,出纳怎么上传支付案款回单,0.73312956,财务已分配案款但执行系统到账登记无信息怎么处理,0.05834301,门户网站报修怎么操作？,0.59977907
终结本次执行程序案件，每个月都在扣案款，必须每个月都恢复吗？,怎么从财务系统退回已经审核完成的案款发放信息？,5.644160299999999,已终结本次执行程序案件如何发放案款,0.38059375,案件已终结结案执行费未发放;只收执行费否要恢复执行,0.05153112,终结本次执行程序后被执行人自动履行完毕；案件退出终本库,0.54257655
终结本次执行程序案件，每个月都在扣案款，必须每个月都恢复吗？,申请人撤回执行后，案件终结结案，现申请人申请恢复执行，需重新立案怎么办？,5.768502,长期扣划已终结执行案件怎样支付案款,0.45303008,案款支付信息填写错误，需要删除信息，重新填写,0.054298908,终本案件，每次支付案款，恢复执行太麻烦,0.5742135
终本案件，怎么支付案款,罚金怎么支付案款,2.6591892,终本案件需要支付案款,0.11072135,终本结案怎么发放案款,0.028631216,已经终本的案件，怎么扣划案款。,0.31780896
终本案件，怎么支付案款,自动履行怎么结案,2.8469097999999997,已经终本的案件，怎么扣划案款。,0.31960332,终本案件多长时间可以结案,0.035202578,终本案件如何调整承办人，已结案件如何调整承办人,0.3206388
和解长期履行，支付案款，恢复执行太麻烦,履行一部分，恢复执行案件结案方式怎么选？,4.0963316,终本案件，每次支付案款，恢复执行太麻烦,0.33750594,终本案件，每次支付案款，恢复执行太麻烦,0.030725949,恢复执行案件，没有履行完毕怎么结案,0.22959289
和解长期履行，支付案款，恢复执行太麻烦,和解，终本，支付案款，是否每次都要恢复执行？,4.6482234,和解，终本，支付案款，是否每次都要恢复执行？,0.3674131,打开财产登记时，提示英文错误,0.051091142,自动履行案件，如何登记案款,0.27124223
终本案件，每次支付案款，恢复执行太麻烦,和解长期履行，支付案款，恢复执行太麻烦,6.4648294,和解，终本，支付案款，是否每次都要恢复执行？,0.31511828,申请被执行人明确被执行人的财产是否需要前往现场调查,0.027753146,恢复执行案件再终本，哪些节点必须做。,0.38966867
终本案件，每次支付案款，恢复执行太麻烦,和解分期履行，是否每次都要立恢复执行案件,8.89817,和解长期履行，支付案款，恢复执行太麻烦,0.33750594,案款发放被退回后一直挂在承办人待办事宜内,0.03012276,恢复执行案件需要再次终本，办案标准,0.4375085
终本案件需要支付案款,终本案件必须恢复执行才能进行扣划吗？,4.686949299999999,终本案件，怎么支付案款,0.11072135,系统中如何生成标准文书,0.019587772,已结案件案款支付,0.11602549
终本案件需要支付案款,已经终本的案件，怎么扣划案款。,4.745709400000001,已结案件案款支付,0.29986748,不能提交评估,0.024985695,执恢案件关联执恢案件扣划,0.44402933
逐月扣划案款,案款转换数据怎么消除,4.3981466,每月都要进行扣划案款，发放案款，是否每月都要立一个执恢案件？,0.36044422,无法纳入失信,0.026891303999999998,案款发放余额不足,0.85857344
逐月扣划案款,匹配案款怎么操作,4.6080456,已经终本的案件，怎么扣划案款。,0.4520827,没有分案按钮,0.03918274,案款显示余额不足,0.8701706
终结案件分期履行如何发放案款,罚金退案款如何操作,2.2953446,终结和长期履行怎么发放案款,0.44038302,多个当事人一部分履行怎么结案,0.08961263,终结和长期履行怎么发放案款,0.10049010000000001
终结案件分期履行如何发放案款,如何标记历史案件,2.5962593999999997,已结案件怎么发放案款,0.4753880999999999,执行立案时确认申请执行人收款账户信息,0.09561452,终结和解长期履行怎么发放案款,0.10245845
终结和长期履行怎么发放案款,长期扣划已终结执行案件怎样支付案款,2.9416785,终结和解长期履行怎么发放案款,0.29687179999999996,终结和解长期履行怎么发放案款,0.03693969,终结和解长期履行怎么发放案款,0.044970293
终结和长期履行怎么发放案款,怎么撤销转换数据,3.4395604,已终结本次执行程序案件如何发放案款,0.4025222,人民政府无法限消,0.042088825,终结案件分期履行如何发放案款,0.10049010000000001
長期履行终结结案案件怎样支付案款,终本案件不必须对每个被执行人限制高消费才可结案,34.035072,和解长期履行终结结案,0.27736625,长期扣划已终结执行案件怎样支付案款,0.033874537999999996,终结案件分期履行如何发放案款,0.3008491
長期履行终结结案案件怎样支付案款,和解分期履行案件因支付执行款而恢复执行后卷宗材料如何处理,36.059753,终结执行方式结案后恢复未结案状态如何支付案款,0.2858909,案款支付登记状态不能更改,0.037951086,终结和解长期履行怎么发放案款,0.30889190000000005
长期扣划已终结执行案件怎样支付案款,被执行人自动履行后能贷款吗,2.6584964,已终结本次执行程序案件如何发放案款,0.32697059999999994,案款支付后恢复立案怎么结案,0.032566328,案件已终结结案执行费未发放;只收执行费否要恢复执行,0.42863864
长期扣划已终结执行案件怎样支付案款,怎么撤销转换数据,2.7311853999999998,恢复执行后如何对原案案件进行扣划,0.37000093,案款支付登记状态不能更改,0.0330161,案件已结案，执行费未缴纳,0.61346066
已终本案款发放,已结案件发钱,2.9159612999999998,案款发放,0.54273885,恢复案件终本,0.020461215,刑初案号可以发放案款吗,0.56091326
已终本案款发放,无法找到申请人案款发放,3.9824824,已终本结案怎么发放案款,0.54361826,重复立案,0.044546418,案款发放怎么操作,0.5755142
已终结本次执行程序案件如何发放案款, 执行完毕报结案件如何发放案款,1.2283233,案件终结本次执行程序后被执行人又自动履行完毕后续结案怎样操作,0.28693798,线下发放的案款如何补录,0.02775312,申请执行人要求终结本次执行,0.42388734
已终结本次执行程序案件如何发放案款,已终本结案怎么发放案款,1.4808456,长期扣划已终结执行案件怎样支付案款,0.32697059999999994,线下审批的案款如何补录,0.04206025,申请执行人书面申请终结本次执行的，是否可以不补终本约谈记录,0.5487221
首执案件案款未全部发放剩余部分要发放应该如何处理,执行案款发放错误怎么调整,2.9576130000000003,"已结案件,还有案款未发放",0.39281659999999996,身份证查询系统自上次报过固定ip之后便不能正常使用,0.07611258,"已结案件,还有案款未发放",0.62520534
首执案件案款未全部发放剩余部分要发放应该如何处理,案款收款人错误如何更改,3.3957822,执行系统案款发放流程结束了没有,0.42987296,罚金退赔已执行到位找不到被害人怎么处理已执行到位案款,0.08015016,案款发放没有推送,0.89465785
案件已结案，怎么发放案款,已结案件，怎么发放诉讼费和执行费 ,1.3332226,结案后发放案款,0.12135,修改查控系统执行案款专户账号,0.01786845,案件已结案，执行费未缴纳,0.19842425
案件已结案，怎么发放案款,已终本结案怎么发放案款,1.5913962,已终本结案怎么发放案款,0.17686427,执行费显示待办能结案吗？,0.023718512,案件已结案，诉讼费和执行费未发放,0.27865472
线下支付案件，什么时候可以进行补录,线下支付案件，怎么进行补录,1.3921752,线下支付案件，怎么进行补录,0.26985404,恢复执行案件，没有履行完毕怎么结案,0.034173932000000004,线下支付案件，怎么进行补录,0.06594416
线下支付案件，什么时候可以进行补录,已支付案款信息财务系统找不到原因,3.899834,案款补录,0.52517325,被执行人为集体经济组织无法限消,0.03664251,案款发放流程已经提起，但领导无法审签，看不到该流程,0.57149976
线下支付案件，怎么进行补录,线下支付案件，什么时候可以进行补录,1.3921752,线下支付案件，什么时候可以进行补录,0.26985404,立案卡信息有误，需要修改,0.021182452999999997,线下支付案件，什么时候可以进行补录,0.06594416
线下支付案件，怎么进行补录,线下审批的案款如何补录,2.5644572,案款补录,0.42677215,执行通知书怎么自动生成虚拟账号,0.037088595,终本案件如何调整承办人，已结案件如何调整承办人,0.57366455
已结案件案款需退被执行人生活费的如何操作,结案方式错误如何修改,3.71063,如何在恢复执行案件中，发放首次执行案件的案款,0.5665124,执行中被执行人死亡如何结案,0.07858760000000001,立案标的错误，怎么修改，增加迟延履行金等 ,0.7210578000000001
已结案件案款需退被执行人生活费的如何操作,罚金退案款如何操作,3.7357187000000005,恢复案件发放首执案件案款,0.568934,案款收款人错误如何更改,0.12436285,罚金案件结案需要走案款支付流程吗,0.74823016
 执行完毕报结案件如何发放案款,已终结本次执行程序案件如何发放案款,1.2283233,如何在恢复执行案件中，发放首次执行案件的案款,0.27556852,财务系统如何退回案款审批信息,0.04271992,执行完毕结案发放案款,0.28315157
 执行完毕报结案件如何发放案款,终本结案怎么发放案款,1.3063528999999998,已结案件怎么发放案款,0.32850102,线下发放的案款如何补录,0.066349626,执行完毕案款未发放,0.29718062
案款在法院账户一直未处理但案件已执行完毕,案款未办结,3.0629093999999997,执行完毕案件案款未支付,0.4585885,恢复执行案件重复终本，影响考核指标,0.050892904,已经执行完毕案件，怎么发放诉讼费和执行费,0.6442025
已结案件发钱,案外人支款,2.4575598,已结案件怎么发放案款,0.25047725,已经注销企业限高,0.043063447000000005,案件结案后，修改数据,0.98828983
已结案件发钱,已终本案款发放,2.9159612999999998,案件已结案，怎么发放案款,0.44198152,修改结案数据,0.05028834,申请人撤销案件执行，终结执行方式结案，提示录入执行救助信息,1.014097
执行完毕后发案款,罚金案子在支付案款通知书上打出来显示收取执行费,3.477765,执行完毕案款未发放,0.38989013,已终本结案怎么发放案款,0.037665263, 执行完毕报结案件如何发放案款,0.43291292
执行完毕后发案款,结案后可以解除账户查封,3.59265, 执行完毕报结案件如何发放案款,0.42531765,执行费显示待办能结案吗,0.039229132,执行完毕案件案款未支付,0.5041254
执行完毕未退款,案外人支款,3.0780914,罚金退赔已执行到位找不到被害人怎么处理已执行到位案款,0.7253536,执行完毕案件案款未支付,0.044596437,执行完毕案件案款未支付,0.2745895
执行完毕未退款,已结案件发钱,3.1564857999999996,罚金退赔已执行到位找不到被害人怎么处理已执行到位案款,0.7253536,到账登记信息重复，需要删除到账登记信息,0.057725467,执行完毕案款未发放,0.31625590000000003
原案财务系统剩余案款如何支付,如何支付被执行人在前案中财务系统剩余案款,4.238642,财务系统怎么确认支付案款,0.4286075,查控系统登录账号密码忘记怎么处理,0.053421985,如何删除财务系统案款支付信息,0.6938163
原案财务系统剩余案款如何支付,为财务系统案款转换钱不能进入执行系统,5.0255084000000005,如何支付被执行人在前案中财务系统剩余案款,0.43981040000000005,执行恢复立案执行费一直显示待办请协助,0.0736606,如何删除财务系统案款支付信息,0.6938163
执行完毕案款未发放,执行完毕结案发放案款,1.8866290000000001,执行系统案款发放流程结束了没有,0.33257625,新增执行款账户时没有可供选择开户行,0.018567054,执行完毕案件案款未支付,0.15765324
执行完毕案款未发放,案款暂缓发放,2.1519985,执行完毕案件案款未支付,0.37167567,执行系统到账登记无数据,0.020008173, 执行完毕报结案件如何发放案款,0.29718062
结案后支款,修改立案金额,4.747456,结案后发放案款,0.3604845,案款督办超期怎么办,0.11224182,结案后发放案款,0.14635779
结案后支款,修改立案金额,4.747456,案件已结案，怎么发放案款,0.37466514,如何联系专业技术评审机构,0.12416372,终本结案怎么发放案款,0.54333264
已结案件案款支付,案款延期,1.9688199,之前案件案款怎么在恢复案件中支付,0.28264759999999994,执行系统重复到账登记,0.030413145,终本案件需要支付案款,0.11602549
已结案件案款支付,总对总查询交易明细,2.0759916,终本案件需要支付案款,0.29986748,财务无案件,0.038050942000000004,罚没款怎么支付,0.36755398
以前年度案件怎么支付,终本案件需要支付案款,4.8206935,恢复案件怎么支付以前案件案款,0.58509517,当事人议价怎么录入系统,0.03280743,支付以前年度案款怎么匹配,0.7459691999999999
以前年度案件怎么支付,怎么分割案款给多个案件,4.9646935,终本案件，怎么支付案款,0.6148989,已结案件怎么屏蔽被执行人,0.039162483,追缴诉讼费案件案款怎么支付,0.76885635
案件已结案款未支付,案款未办结,2.0638552,终结执行方式结案后恢复未结案状态如何支付案款,0.35929793,领取案款案件怎么终本,0.018412316,结案时提示未提起查控，实际已查询,0.68107057
案件已结案款未支付,执行系统未收到到账信息,2.9260125,案件已结案，怎么发放案款,0.38520858,暂停案件扣除审限后不能结案,0.02808225,已终本结案怎么发放案款,0.6933185000000001
执行完毕结案还能支付案款吗,案款支付后恢复立案怎么结案,2.5480994999999997,执行完毕结案发放案款,0.22930074,已经终本的案件，怎么扣划案款。,0.03616872,执行完毕结案发放案款,0.21343675
执行完毕结案还能支付案款吗,没有执行案件怎么支付执行案款;,2.7568762,结案方式为执行完毕案子怎么继续付款,0.25230184,线下支付案件，什么时候可以进行补录,0.038390104, 执行完毕报结案件如何发放案款,0.49392915
执行完毕结案发放案款,执行完毕案款未发放,1.8866290000000001,案件已结案，怎么发放案款,0.19081286,案件已结案，怎么发放案款,0.025795393,执行完毕结案还能支付案款吗,0.21343675
执行完毕结案发放案款,终结结案发放案款,1.9461063000000003,结案后发放案款,0.19647281,执行费显示待办能结案吗？,0.028214525, 执行完毕报结案件如何发放案款,0.28315157
结案方式为执行完毕案子怎么继续付款, 执行完毕报结案件如何发放案款,2.2878664,执行完毕结案还能支付案款吗,0.25230184,当事人已经交付了现金，怎么结案,0.050348952,执行实体化分案后案件状态为移送,0.41779003
结案方式为执行完毕案子怎么继续付款,终本结案怎么发放案款,2.3875117,终结执行方式结案后恢复未结案状态如何支付案款,0.31455409999999995,多个当事人一部分履行怎么结案,0.053581696,案件错误的点击为执行完毕怎么办,0.42341232
结案后发放案款,终结结案发放案款,2.4088580000000004,案件已结案，怎么发放案款,0.12135,案款支付推送不成功,0.043262336,结案后支款,0.14635779
结案后发放案款,执行完毕结案发放案款,2.74094,终结结案发放案款,0.1558664,案款发放信息修改,0.04503407,终本结案怎么发放案款,0.3297671
终结结案发放案款,执行完毕结案发放案款,1.9461063000000003,结案后发放案款,0.1558664,申请人申请暂缓领取案款,0.046553224000000004,终结和解长期履行怎么发放案款,0.43887842
终结结案发放案款,已结案件案款支付,2.0845418000000002,终本结案怎么发放案款,0.16935247,怎么设置分案权限？,0.064148635,终结和长期履行怎么发放案款,0.46271850000000003
终本结案怎么发放案款,已终本结案怎么发放案款,0.95821536,已终本结案怎么发放案款,0.0130475685,终本案件，怎么支付案款,0.028631216,结案后发放案款,0.3297671
终本结案怎么发放案款, 执行完毕报结案件如何发放案款,1.3063528999999998,终结结案发放案款,0.16935247,审判类案件怎么发放案款,0.031207022999999997,终本案件多长时间可以结案,0.39026463
执行完毕案件案款未支付,修改执行案款专户,4.122762000000001,没有执行案件怎么支付执行案款;,0.33432218,执行系统账号已不存在取消限高,0.036841873,执行完毕案款未发放,0.15765324
执行完毕案件案款未支付,案款转换数据怎么消除,4.129726399999999,执行完毕案款未发放,0.37167567,执行完毕未退款,0.044596437,执行完毕未退款,0.2745895
已结案件怎么发放案款,案款暂缓发放怎么操作,1.7314234,案件已结案，怎么发放案款,0.23243268,哪些情况下可以拆分立案,0.039075375,执恢案件怎么关联首执案件发放案款,0.2541967
已结案件怎么发放案款,案子已结执行费未转怎么办,1.8217666000000001,恢复案件发放首执案件案款,0.24752383,已终本结案怎么发放案款,0.048550848,恢复案件发放首执案件案款,0.34347928
本院支付需要将本院设置成申请人吗,执行系统案款审批后未推送财务系统,10.298938,系统怎么设置本院信息,0.7221066999999999,案款发放界面不显示可支付总额,0.026957037000000003,找不到申请人如何支付案款,0.5007717
本院支付怎么支付,执行费支付怎么操作,2.3099534999999998,支付执行费，选择什么支付方式,0.5329286,一案一账号,0.1276455,怎么支付确认,0.7173722
本院支付怎么支付,追缴诉讼费案件案款怎么支付,2.8393285,案款支付流程,0.5357859,如何查看总对总里面交易明细,0.25002167,罚没款怎么支付,0.82411915
执行费支付怎么操作,案款发放怎么操作,1.7571033,执行费支付方式,0.14453916,案款提存怎么操作,0.038542774,执行费收取,0.34765497
执行费支付怎么操作,支付执行费，选择什么支付方式,2.0039997,支付执行费，选择什么支付方式,0.23405461,匹配案款怎么操作,0.07674327,填写执行费,0.372201
填写执行费,删除执行案件。,3.209664,执行费收取,0.30714685,被执行人身份甄别,0.050132867000000005,执行费收取,0.25284857
填写执行费,修改书记员,3.5914292000000003,执行费怎么上交,0.42136443,列入失信,0.05060662,如何退执行费,0.36616826
财务系统诉讼费采用调账支付怎么确认支付,修改查控系统账号,3.0960865,财务系统怎么确认支付案款,0.55977523,和解分期履行，是否每次都要立恢复执行案件,0.03667048,财务系统无流水，但确认当事人已转账,0.62745845
财务系统诉讼费采用调账支付怎么确认支付,案款转换数据怎么消除,3.6498168,诉讼费支付需要上传回单吗,0.64185476,中国银行解冻反馈“止付圈存不存在”,0.036718134,追缴诉讼费案件案款怎么支付,0.63439435
内部调账如何确认支付完成,已经查控回执是否还需要向当地群众调查,6.3261905,怎么支付确认,0.61913854,审判庭案件怎么支付案款;,0.06958642599999999,案款应对在多少天内支付完毕,0.95861644
内部调账如何确认支付完成,原案财务系统剩余案款如何支付,7.000573599999999,财务系统怎么确认支付案款,0.6545932,什么案件可以才分立案,0.0750107,上交国库怎么支付,1.0279577
执行费收取,执行费支付怎么操作,3.8805127,执行费怎么上交,0.22451967,案款督办超期怎么办,0.053338297,填写执行费,0.25284857
执行费收取,执行如何交纳诉讼费,4.2407894,填写执行费,0.30714685,案款支付的附件要求,0.0657916,执行费支付怎么操作,0.34765497
执行费怎么上交,执行费退费,2.680948,执行费收取,0.22451967,批量总对总怎么提起,0.0811338,执行费收取,0.38151044
执行费怎么上交,长期扣划已终结执行案件怎样支付案款,2.8398163,执行费支付怎么操作,0.31905472,是否需要弥补决策书,0.1221305,填写执行费,0.4097229
如何退执行费,暂缓发放案款,2.5012999,执行费退费,0.15608828,如何撤销失信被执行人,0.07636724,填写执行费,0.36616826
执行如何交纳诉讼费,执行费支付怎么操作,2.5843186,收缴诉讼费,0.31075084,怎么刷新缓存,0.022310605,诉讼费案件怎么操作,0.5418645000000001
执行如何交纳诉讼费,案款发放怎么操作,3.0926096000000003,追缴诉讼费如何支付案款,0.36758158,如何设置案款财务审批人,0.06360366,收缴诉讼费,0.5535312
关于执行费和诉讼费财务操作步骤,执行案款发放错误怎么调整,2.622995,已经执行完毕案件，怎么发放诉讼费和执行费,0.3733259,被执行人死亡如何网络查询,0.07571279,已结案件，怎么发放诉讼费和执行费 ,0.3895091
关于执行费和诉讼费财务操作步骤,案款延期发放怎么操作,2.9052856,执行如何交纳诉讼费,0.38650209999999996,诉讼案子支付案款,0.080087386,已经执行完毕案件，怎么发放诉讼费和执行费,0.48222625
